Object,PosX,PosY,PosZ,Gmeans_5__03_29_0,Ch_1_Mean,Ch_2_Mean,Ch_3_Mean,Ch_4_Mean,Ch_1_Min,Ch_2_Min,Ch_3_Min,Ch_4_Min,Ch_1_SD,Ch_2_SD,Ch_3_SD,Ch_4_SD,Ch_1_Max,Ch_2_Max,Ch_3_Max,Ch_4_Max,Ch_1_Sum,Ch_2_Sum,Ch_3_Sum,Ch_4_Sum,Ch_1_Count,Ch_2_Count,Ch_3_Count,Ch_4_Count,Ch_1_MeanThresh,Ch_2_MeanThresh,Ch_3_MeanThresh,Ch_4_MeanThresh
10.0,35.0,241.5,6.5,3,1337.6136363636363,303.336038961039,625.2288961038961,89.99188311688312,531.0,84.0,134.0,53.0,629.8131663153399,76.28408010812737,329.6596143638455,14.946786881270532,3762.0,570.0,2251.0,160.0,823970.0,186855.0,385141.0,55435.0,616,616,616,616,3263.4615384615386,486.6842105263158,1915.6,150.25
11.0,119.5,239.0,19.0,1,1322.3846153846155,204.13186813186815,587.1978021978022,106.79120879120879,542.0,136.0,339.0,64.0,610.7457148479456,35.799195767257366,155.07404824650845,39.407702711107554,2754.0,304.0,1213.0,280.0,120337.0,18576.0,53435.0,9718.0,91,91,91,91,2464.5555555555557,277.25,1145.5,261.5
12.0,122.0,156.0,19.0,1,790.6234567901234,191.2283950617284,365.0617283950617,221.3395061728395,532.0,130.0,238.0,107.0,180.3650547826107,33.379108780766394,100.79853169577991,79.74736223603607,1432.0,332.0,829.0,529.0,128081.0,30979.0,59140.0,35857.0,162,162,162,162,1268.0,302.0,757.0,507.5
13.0,41.5,217.5,5.0,2,1039.2433234421364,217.28783382789317,385.80118694362017,369.7715133531157,531.0,91.0,124.0,114.0,322.59163541006603,47.60636837521913,294.20211751611834,147.27934874600783,1939.0,400.0,1918.0,835.0,350225.0,73226.0,130015.0,124613.0,337,337,337,337,1714.4444444444443,363.6666666666667,1781.3333333333333,727.2777777777778
14.0,132.0,26.5,18.5,0,817.0135135135135,190.8918918918919,640.7567567567568,153.6081081081081,536.0,150.0,346.0,93.0,211.96933696854217,21.292205511637267,219.22814855329233,25.86838000422421,1362.0,281.0,1229.0,223.0,60459.0,14126.0,47416.0,11367.0,74,74,74,74,1260.8,281.0,1100.857142857143,201.0
15.0,151.0,62.0,17.5,0,725.9896907216495,182.39175257731958,215.61855670103094,213.84536082474227,534.0,140.0,130.0,115.0,159.3395545450397,21.60707672511048,83.9045145908641,53.531988140695226,1151.0,245.0,636.0,343.0,70421.0,17692.0,20915.0,20743.0,97,97,97,97,1060.5555555555557,230.57142857142858,636.0,313.8
16.0,40.0,75.5,7.0,1,841.1578947368421,198.09774436090225,435.0601503759398,218.60902255639098,530.0,74.0,184.0,71.0,268.7722144810741,43.09162938663121,205.25881533795223,72.94343474914838,2385.0,302.0,1264.0,451.0,223748.0,52694.0,115726.0,58150.0,266,266,266,266,2208.6666666666665,261.1578947368421,1108.8333333333333,380.0
17.0,158.0,128.5,22.0,2,875.0588235294117,171.2635294117647,309.15529411764703,206.16470588235293,530.0,83.0,135.0,74.0,279.0453889223066,47.16166707493976,114.69793954685053,92.08786911520866,1887.0,306.0,765.0,531.0,371900.0,72787.0,131391.0,87620.0,425,425,425,425,1697.6153846153845,269.16129032258067,677.0,461.8421052631579
18.0,45.0,205.5,2.0,0,976.4782608695652,240.55072463768116,687.4492753623189,562.3188405797101,532.0,120.0,264.0,201.0,361.2443611892767,73.96233863414463,362.10347628299826,293.58817158181563,1835.0,522.0,1918.0,1400.0,67377.0,16598.0,47434.0,38800.0,69,69,69,69,1634.75,498.5,1759.3333333333333,1275.3333333333333
19.0,160.5,102.5,16.5,0,651.7647058823529,203.26470588235293,340.79411764705884,329.88235294117646,535.0,150.0,149.0,223.0,114.69645283240068,19.05384527091167,126.64619756743102,63.65140132994401,1058.0,261.0,671.0,490.0,22160.0,6911.0,11587.0,11216.0,34,34,34,34,1058.0,248.5,625.0,458.6666666666667
20.0,50.5,164.0,9.5,4,1002.374183006536,186.74019607843138,442.55392156862746,268.3643790849673,530.0,79.0,142.0,79.0,437.61371458732003,36.75917314679591,256.8372637808407,95.05398365807787,2724.0,299.0,2068.0,633.0,613453.0,114285.0,270843.0,164239.0,612,612,612,612,2348.1111111111113,262.15,1873.75,538.5882352941177
21.0,166.0,122.0,18.5,1,772.8563218390805,178.02298850574712,333.3045977011494,255.4655172413793,530.0,113.0,194.0,126.0,189.4529607157545,28.368539527932064,115.71578837030376,89.30901387953817,1463.0,236.0,707.0,502.0,134477.0,30976.0,57995.0,44451.0,174,174,174,174,1353.3333333333333,217.6764705882353,619.5454545454545,441.25
22.0,172.0,146.5,18.0,1,802.1172413793104,198.1793103448276,382.1448275862069,300.848275862069,532.0,110.0,168.0,113.0,193.495496051813,47.79087386228749,142.0177991246141,106.87026994305367,1464.0,489.0,1014.0,671.0,116307.0,28736.0,55411.0,43623.0,145,145,145,145,1308.2,489.0,917.5,578.25
23.0,57.5,198.0,2.0,1,968.9732142857143,243.01339285714286,534.8348214285714,400.4419642857143,530.0,151.0,169.0,240.0,322.3564848350077,31.57402575437991,231.0514171067841,113.1975780837057,1819.0,353.0,1274.0,769.0,217050.0,54435.0,119803.0,89699.0,224,224,224,224,1618.5,318.25,1087.25,684.1428571428571
24.0,175.0,3.5,18.0,0,692.8453608247422,162.35051546391753,500.7319587628866,226.81443298969072,539.0,115.0,248.0,104.0,113.64952890778827,23.878180956119667,167.54934070943088,69.5891708973858,1028.0,238.0,1154.0,410.0,67206.0,15748.0,48571.0,22001.0,97,97,97,97,966.8,224.33333333333334,1080.5,360.25
25.0,56.5,219.5,2.5,1,1197.7175141242938,217.3276836158192,519.3559322033898,528.3728813559322,530.0,118.0,160.0,224.0,430.2064374683855,43.42999816516926,372.9432885253283,182.23781587016427,2185.0,369.0,2075.0,1188.0,211996.0,38467.0,91926.0,93522.0,177,177,177,177,1946.2222222222222,333.5,1940.8,1039.4
26.0,184.0,38.0,16.5,0,784.1818181818181,132.27272727272728,557.3181818181819,75.77272727272727,533.0,93.0,321.0,54.0,200.0296731234397,28.773635118317568,174.0674161581235,11.438996868198249,1094.0,192.0,984.0,92.0,17252.0,2910.0,12261.0,1667.0,22,22,22,22,1052.6666666666667,190.5,908.0,86.66666666666667
27.0,58.5,211.5,3.0,4,1174.3782505910165,236.78486997635935,523.371158392435,370.49881796690306,530.0,160.0,154.0,141.0,420.2135923819273,43.77731843549219,280.8326344107407,127.82437363910618,2684.0,500.0,2285.0,1000.0,496762.0,100160.0,221386.0,156721.0,423,423,423,423,2314.25,467.0,2074.3333333333335,895.6
28.0,186.0,224.5,18.5,1,829.0514705882352,285.94117647058823,424.0514705882353,99.01470588235294,534.0,147.0,227.0,66.0,198.15341306405108,58.137610024375824,141.16217727889313,17.263099285756628,1496.0,496.0,887.0,170.0,112751.0,38888.0,57671.0,13466.0,136,136,136,136,1365.3333333333333,446.6666666666667,806.125,157.5
29.0,60.5,165.5,2.5,1,1243.82,279.28,403.38,336.49333333333334,535.0,101.0,148.0,126.0,537.6864692314946,95.90215371537971,246.1618845857717,126.14728510415867,2679.0,586.0,1583.0,678.0,186573.0,41892.0,60507.0,50474.0,150,150,150,150,2342.5,516.8333333333334,1583.0,594.7777777777778
30.0,188.0,2.0,18.0,0,589.0208333333334,181.10416666666666,541.8125,313.5625,533.0,155.0,321.0,195.0,41.09847519215971,13.23155413482086,138.19407510315708,72.36753305471682,713.0,221.0,977.0,480.0,28273.0,8693.0,26007.0,15051.0,48,48,48,48,698.0,221.0,902.5,442.3333333333333
31.0,123.0,277.5,4.0,1,1053.1484375,207.34375,285.53125,107.5,534.0,105.0,99.0,61.0,391.9491387911372,41.53633026981879,137.16849443710365,23.46617602684414,2422.0,309.0,869.0,170.0,134803.0,26540.0,36548.0,13760.0,128,128,128,128,2124.6,279.45454545454544,858.5,154.375
32.0,193.0,172.0,18.5,1,1167.3923076923077,232.55384615384617,550.4,102.23076923076923,531.0,168.0,185.0,66.0,491.0752716447753,43.32875256738781,401.6430132313015,16.52835874533675,2620.0,406.0,2707.0,185.0,151761.0,30232.0,71552.0,13290.0,130,130,130,130,2299.0,381.6666666666667,2707.0,178.5
33.0,126.5,230.0,4.0,2,1493.9411764705883,232.54117647058823,259.95882352941175,438.3588235294118,531.0,112.0,85.0,76.0,786.1106544350858,49.84367347607893,161.02785072361524,177.7665697594785,3941.0,361.0,863.0,840.0,253970.0,39532.0,44193.0,74521.0,170,170,170,170,3588.4,317.89473684210526,760.7142857142857,733.0
34.0,197.5,231.0,19.5,2,996.9369085173502,220.26498422712933,413.09779179810727,89.85804416403785,533.0,128.0,184.0,56.0,402.15949012865406,46.19954453872023,158.8806969066374,13.905036423352236,2821.0,437.0,1347.0,139.0,316029.0,69824.0,130952.0,28485.0,317,317,317,317,2413.0,413.0,1226.5,127.5
35.0,162.5,249.5,7.0,4,1042.481308411215,231.86214953271028,341.7383177570093,313.60981308411215,531.0,148.0,110.0,126.0,371.4175416995336,41.07811906714671,253.33930322082688,99.19677223804929,2596.0,365.0,2194.0,660.0,446182.0,99237.0,146264.0,134225.0,428,428,428,428,2361.2,332.0,1984.3333333333333,584.3
